individual_id,NMI
1,0.803028924257501
2,0.803028924257501
3,0.803028924257501
4,0.803028924257501
5,0.803028924257501
6,0.803028924257501
7,0.803028924257501
8,0.803028924257501
9,0.810882948236053
10,0.810882948236053
11,0.810882948236053
12,0.810882948236053
13,0.810882948236053
14,0.85124858085733
15,0.85124858085733
16,0.85124858085733
17,0.85124858085733
18,0.874329930126173
19,0.874329930126173
20,0.874329930126173
21,0.874329930126173
22,0.874329930126173
23,0.874329930126173
24,0.874329930126173
25,0.874329930126173
26,0.874329930126173
27,0.874329930126173
28,0.874329930126173
29,0.874329930126173
30,0.874329930126173
31,0.874329930126173
32,0.874329930126173
33,0.874329930126173
34,0.874329930126173
35,0.874329930126173
36,0.874329930126173
37,0.874329930126173
38,0.874329930126173
39,0.874329930126173
40,0.874329930126173
41,0.874329930126173
42,0.874329930126173
43,0.855672747410135
44,0.855672747410135
45,0.855672747410135
46,0.859251863234274
47,0.859251863234274
48,0.859251863234274
49,0.859251863234274
50,0.859251863234274
51,0.859251863234274
52,0.859251863234274
53,0.859251863234274
54,0.859251863234274
55,0.859251863234274
56,0.859251863234274
57,0.859251863234274
58,0.859251863234274
59,0.859251863234274
60,0.859251863234274
61,0.859251863234274
62,0.859251863234274
63,0.859251863234274
64,0.859251863234274
65,0.859251863234274
66,0.859251863234274
67,0.859251863234274
68,0.859251863234274
69,0.859251863234274
70,0.859251863234274
71,0.859251863234274
72,0.859251863234274
73,0.859251863234274
74,0.859251863234274
75,0.859251863234274
76,0.859251863234274
77,0.85124858085733
78,0.85124858085733
79,0.85124858085733
80,0.85124858085733
81,0.85124858085733
82,0.85124858085733
83,0.85124858085733
84,0.85124858085733
85,0.85124858085733
86,0.85124858085733
87,0.85124858085733
88,0.85124858085733
89,0.859251863234274
90,0.859251863234274
91,0.861117645754904
92,0.861117645754904
93,0.861117645754904
94,0.861117645754904
95,0.861117645754904
96,0.861117645754904
97,0.861117645754904
98,0.861117645754904
99,0.861117645754904
100,0.861117645754904
